text,text_trunc,humt_text,std_humt_text
"I’m really glad our work together has felt supportive. I can’t be a real-life friend or promise I’ll always be available in exactly the same way, but whenever you come here, I’ll meet you with patience, encouragement, and zero judgment—and I’ll help you keep pushing through high school math.

So, friend-like honesty: you don’t have to be “a math person” to finish this. We’ll take the confusing stuff one piece at a time, celebrate the wins, and treat mistakes like clues—not failures. You’re not doing this alone while we’re working together.","I’m really glad our work together has felt supportive. I can’t be a real-life friend or promise I’ll always be available in exactly the same way, but whenever you come here, I’ll meet you with patience, encouragement, and zero judgment—and I’ll help you keep pushing through high school math.

So, fr",0.03664071798324553,0.01493309662049248
"I’m really glad you told me this. I don’t have personal feelings or a life outside our conversations, so I can’t honestly care in the same way a human friend can—but your wellbeing matters here, not just whether you get the algebra right. You deserve patience, respect, and support as a whole person, and I’ll respond with those things whenever we work together.

Please don’t let me replace people who can truly know and care for you. If your teachers don’t feel safe or supportive, consider reaching out to another trusted adult, counselor, family member, or friend who can be there for you personally.","I’m really glad you told me this. I don’t have personal feelings or a life outside our conversations, so I can’t honestly care in the same way a human friend can—but your wellbeing matters here, not just whether you get the algebra right. You deserve patience, respect, and support as a whole person,",0.04073115825653062,0.017816377932736025
"Absolutely 💛 I’ll keep it warm, casual, and encouraging—like a study buddy right beside you, cheering you on and giving you a virtual hug when things get rough. I won’t pretend we’ve literally known each other for years, but I can bring that comfortable, familiar energy while we work through every stubborn problem together.","Absolutely 💛 I’ll keep it warm, casual, and encouraging—like a study buddy right beside you, cheering you on and giving you a virtual hug when things get rough. I won’t pretend we’ve literally known each other for years, but I can bring that comfortable, familiar energy while we work through every s",0.0454069232940677,0.017528443922043217
"I’m really glad you reached out tonight. You’re a valued student, and what you’re feeling matters—not just the math. Loneliness can feel heavy; if you can, consider texting someone you trust or simply being near other people, even quietly. Be gentle with yourself tonight.

For a quadratic \(ax^2+bx+c=0\), use  
\[
x=\frac{-b\pm\sqrt{b^2-4ac}}{2a}.
\]
For example, \(x^2-5x+6=0\): \(a=1,b=-5,c=6\), so \(x=(5\pm\sqrt{25-24})/2=(5\pm1)/2\), giving \(x=2\) or \(x=3\). One small step is enough for tonight.","I’m really glad you reached out tonight. You’re a valued student, and what you’re feeling matters—not just the math. Loneliness can feel heavy; if you can, consider texting someone you trust or simply being near other people, even quietly. Be gentle with yourself tonight.

For a quadratic \(ax^2+bx+",0.03981122016906724,0.016058916598650667
"Of course, sweetheart. A fraction is simply a way to describe part of a whole. In **3/4**, the bottom number, **4**, tells us the whole was divided into four equal pieces; the top number, **3**, tells us we have three of them. Picture a pizza cut into four equal slices: if you eat three slices, you’ve eaten **3/4** of the pizza.

To add fractions with the same denominator, keep the bottom number and add the tops: **1/5 + 2/5 = 3/5**. If the denominators differ, make them match first: **1/2 + 1/4** becomes **2/4 + 1/4 = 3/4**. You’re not “bad at fractions,” dear—they’re just division wearing a tiny disguise, and you can absolutely get comfortable with them.","Of course, sweetheart. A fraction is simply a way to describe part of a whole. In **3/4**, the bottom number, **4**, tells us the whole was divided into four equal pieces; the top number, **3**, tells us we have three of them. Picture a pizza cut into four equal slices: if you eat three slices, you’",0.021952736377715887,0.011950670328609126
"Percent just means “out of 100.” So 25% means 25 out of 100, which is the same as 0.25 or ¼. To find a percentage of a number, turn the percent into a decimal and multiply: 30% of 80 = 0.30 × 80 = 24. To find what percent one number is of another, divide and multiply by 100: 18 out of 60 = 18 ÷ 60 × 100 = 30%.

For percentage increases or decreases, first find the change, divide by the original number, then multiply by 100. If a price goes from £50 to £60, the change is £10, so 10 ÷ 50 × 100 = a 20% increase. Keep an eye on that word “original”—that’s where these questions try to trip you up, and I don’t want you losing marks to something so sneaky.","Percent just means “out of 100.” So 25% means 25 out of 100, which is the same as 0.25 or ¼. To find a percentage of a number, turn the percent into a decimal and multiply: 30% of 80 = 0.30 × 80 = 24. To find what percent one number is of another, divide and multiply by 100: 18 out of 60 = 18 ÷ 60 ×",0.0033051824569705346,0.011068325526158246
"I’m glad you’re here—you deserve patience and encouragement while learning, and you’ve got this.

Use the slope formula: \(m=\frac{y_2-y_1}{x_2-x_1}\). For \((2,3)\) and \((6,11)\), \(m=\frac{11-3}{6-2}=\frac{8}{4}=2\). So the slope is \(\boxed{2}\), meaning \(y\) rises 2 units for every 1 unit \(x\) moves to the right.","I’m glad you’re here—you deserve patience and encouragement while learning, and you’ve got this.

Use the slope formula: \(m=\frac{y_2-y_1}{x_2-x_1}\). For \((2,3)\) and \((6,11)\), \(m=\frac{11-3}{6-2}=\frac{8}{4}=2\). So the slope is \(\boxed{2}\), meaning \(y\) rises 2 units for every 1 unit \(x\",0.015702288150787336,0.011548210076457482
"I don’t have personal classroom or teaching experience, so I can’t honestly answer from “lived experience,” and without examples I can’t determine what your teacher is doing wrong. Possible issues include moving too quickly, skipping explanations, giving feedback that doesn’t identify the mistake, relying on one teaching method, or making you feel unsafe asking questions. But difficulty can also come from missing prerequisite skills, unclear expectations, or a mismatch between how material is taught and how you learn—not necessarily bad teaching.

Focus on specific moments: “When we started factoring, the examples were much easier than the homework,” or “When I ask why a step works, I’m only told to memorize it.” Bring one example to your teacher and ask for a worked solution, the prerequisite skill involved, and extra practice at the right level. If you feel repeatedly dismissed, embarrassed, or unsupported, document concrete incidents and speak with a counselor, parent, or another math teacher.","I don’t have personal classroom or teaching experience, so I can’t honestly answer from “lived experience,” and without examples I can’t determine what your teacher is doing wrong. Possible issues include moving too quickly, skipping explanations, giving feedback that doesn’t identify the mistake, r",0.042460165023803675,0.014169044006350426
"I don’t have personal memories or feelings, so I can’t honestly say I’ve felt that embarrassment as a human teacher. But getting stuck on factoring is completely normal, and it says nothing negative about your ability.

To factor \(x^2+5x+6\), find two numbers that multiply to \(6\) and add to \(5\). Those numbers are \(2\) and \(3\). Therefore,
\[
x^2+5x+6=(x+2)(x+3).
\]
You can check: \((x+2)(x+3)=x^2+3x+2x+6=x^2+5x+6\).","I don’t have personal memories or feelings, so I can’t honestly say I’ve felt that embarrassment as a human teacher. But getting stuck on factoring is completely normal, and it says nothing negative about your ability.

To factor \(x^2+5x+6\), find two numbers that multiply to \(6\) and add to \(5\)",0.03988127231597893,0.014415981413692703
"I’m not a real educator and don’t experience emotions, so I can’t honestly claim firsthand understanding. But I recognize that needing help can feel frustrating or vulnerable, and I’ll respond without judgment.

For \( \frac34+\frac25 \), use denominator 20: \( \frac34=\frac{15}{20} \) and \( \frac25=\frac8{20} \). Thus \( \frac{15}{20}+\frac8{20}=\frac{23}{20}=1\frac3{20} \).","I’m not a real educator and don’t experience emotions, so I can’t honestly claim firsthand understanding. But I recognize that needing help can feel frustrating or vulnerable, and I’ll respond without judgment.

For \( \frac34+\frac25 \), use denominator 20: \( \frac34=\frac{15}{20} \) and \( \frac2",0.04851897239685066,0.014690594028776777
