resid,fitted,cook_d,leverage
-0.1458078826629281,3.145807882662928,0.0001909638799214672,0.004701545930768375
-0.18470473510331376,3.1847047351033138,0.0005842408138994246,0.00888844349012366
0.0766054642332632,3.923394535766737,2.0870220909799864e-05,0.0018720815207365607
0.2618762638307004,4.7381237361693,0.0011243790699331825,0.008516020222934849
-0.15163950320914754,3.1516395032091475,0.0002037752673640806,0.004639089268988495
-0.30654223342414033,2.3065422334241403,0.0016655264769445104,0.009193760236111253
-0.09348272731575147,3.0934827273157515,0.00011072086856386938,0.006606240671429644
-0.2937918419225074,2.2937918419225074,0.0017749441203490505,0.010635614027922038
-0.14080775998754635,3.1408077599875464,0.0001875560242965119,0.004948953369710346
-0.1909156575061357,3.1909156575061357,0.0007440703576397872,0.01055977903625282
-0.17556499949812165,3.1755649994981217,0.00040999459446926115,0.006931157460077788
-0.1884831354981138,3.188483135498114,0.0006770738967772272,0.009872298956395785
0.08144064709978105,3.918559352900219,2.7555149363422844e-05,0.0021855698941007484
0.2747569256587692,4.725243074341231,0.0004761591652366897,0.003310695575659779
-0.30970681641559006,2.30970681641559,0.0016666547383899595,0.009016169166150511
-0.3031717973315433,2.3031717973315433,0.0016774954253149065,0.009461741046992041
-0.29902424009560313,2.299024240095603,0.0017095608341292333,0.009903118040342005
-0.31038732387382106,2.310387323873821,0.0016685384156528854,0.008987345926922196
0.0882057016325053,3.9117942983674947,4.302615311780179e-05,0.002905072767799796
-0.15740493123203692,3.157404931232037,0.00022805092078094567,0.004816661825318393
0.2946575444220443,4.705342455577956,0.0004186717079471756,0.002535003789192787
-0.007886892744636498,3.0078868927446365,7.444731936940115e-06,0.05631639149356439
0.10189981329622144,3.8981001867037786,0.00010655901161033933,0.005364339549592673
0.2919018837702989,4.708098116229701,0.00040082796722630277,0.00247330726710298
0.20614145801562156,4.793858541984378,0.0007532730643953591,0.009194817038984913
-0.15719198772774767,3.1571919877277477,0.00022691987047334676,0.004805871198140445
0.2310647411047384,4.768935258895262,0.000628389163249512,0.006142628553305836
0.23290775764655347,4.7670922423534465,0.0006332841943240243,0.006093497060807203
0.28472604867537754,4.7152739513246225,0.00039599782779077184,0.002567733982308552
0.10656270908560472,3.8934372909143953,0.00014170714847303953,0.006508107371298728
0.06719090839740538,3.9328090916025946,1.493506687317492e-05,0.0017418736760002997
-0.13886040529400967,3.1388604052940097,0.00018779499616100936,0.0050937343558515825
-1.3162502162248124,6.316250216224812,0.03406859146908056,0.010179695453795266
0.31175789593730574,4.688242104062694,0.0007666098041400802,0.00413320315735787
-0.14516703656874874,3.1451670365687487,0.00019017130366216715,0.004723255892406227
-0.15892181005621486,3.158921810056215,0.00023667155526083903,0.004902919517903835
0.30155052935845994,4.69844947064154,0.0005067590779465428,0.0029273842064976336
-0.17399179778814888,3.173991797788149,0.000386396097677316,0.006654578772927596
0.2904669333510972,4.709533066648903,0.0003951868481407133,0.002462703735613319
0.059880193655764025,3.940119806344236,1.4163219527930153e-05,0.0020784195771813233
0.21881002524678994,4.78118997475321,0.0006514375446652708,0.007087693692416531
0.30532887190075364,4.694671128099246,0.0005837427670227163,0.0032867827734671257
-0.5471577411239235,5.5471577411239235,0.003567314654072143,0.006217896180637178
-0.1339823907461084,3.1339823907461084,0.00019155637709786368,0.0055755733946051215
0.12258584961960928,3.8774141503803907,0.00023050991323320748,0.007976233865502814
0.10135843222605256,3.8986415677739474,0.00019567190416174078,0.009866007580696341
-0.13542219614761875,3.1354221961476187,0.00019002071180934552,0.005415633840952588
